Date,Open,High,Low,Close
12/22/1995,"1,041.48","1,046.89","1,043.57","1,046.89"
12/21/1995,"1,030.24","1,040.65","1,034.10","1,040.64"
12/20/1995,"1,032.51","1,035.54","1,025.27","1,025.27"
12/19/1995,"1,005.43","1,026.41","1,005.91","1,026.41"
12/18/1995,"1,029.12","1,023.82","1,002.34","1,002.56"
12/15/1995,"1,041.11","1,039.75","1,028.89","1,030.48"
12/14/1995,"1,057.03","1,058.01","1,038.17","1,038.19"
12/13/1995,"1,054.46","1,058.20","1,053.55","1,056.54"
12/12/1995,"1,061.98","1,059.75","1,052.07","1,052.07"
12/11/1995,"1,064.68","1,064.16","1,061.49","1,061.50"
12/08/1995,"1,056.43","1,062.42","1,052.29","1,062.41"
12/07/1995,"1,061.89","1,059.13","1,048.35","1,053.17"
12/06/1995,"1,067.86","1,069.11","1,056.11","1,061.73"
12/05/1995,"1,071.24","1,072.82","1,065.89","1,065.89"
12/04/1995,"1,057.95","1,071.64","1,057.55","1,069.79"
12/01/1995,"1,060.66","1,059.82","1,053.95","1,055.31"
11/30/1995,"1,056.77","1,061.25","1,056.17","1,059.20"
11/29/1995,"1,052.68","1,057.57","1,050.15","1,057.57"
11/28/1995,"1,030.65","1,050.05","1,030.21","1,050.05"
11/27/1995,"1,034.00","1,036.32","1,029.32","1,029.32"
11/24/1995,"1,022.84","1,030.17","1,024.04","1,030.17"
11/22/1995,"1,027.36","1,030.13","1,021.24","1,021.24"
11/21/1995,"1,029.24","1,027.10","1,017.63","1,024.99"
11/20/1995,"1,048.07","1,049.44","1,029.47","1,029.47"
11/17/1995,"1,045.27","1,046.35","1,042.51","1,045.03"
11/16/1995,"1,038.33","1,048.29","1,037.89","1,044.48"
11/15/1995,"1,044.16","1,044.84","1,034.89","1,041.85"
11/14/1995,"1,054.14","1,054.34","1,040.62","1,040.62"
11/13/1995,"1,063.21","1,065.20","1,057.75","1,058.46"
11/10/1995,"1,063.72","1,068.32","1,060.93","1,063.87"
11/09/1995,"1,057.03","1,065.61","1,058.93","1,065.59"
11/08/1995,"1,046.00","1,053.45","1,045.52","1,047.94"
11/07/1995,"1,057.10","1,053.57","1,039.93","1,043.90"
11/06/1995,"1,065.63","1,067.67","1,062.13","1,062.14"
11/03/1995,"1,059.15","1,065.66","1,056.82","1,065.66"
11/02/1995,"1,042.11","1,057.32","1,043.38","1,057.32"
11/01/1995,"1,037.30","1,040.51","1,035.26","1,040.50"
10/31/1995,"1,043.57","1,045.71","1,036.06","1,036.06"
10/30/1995,"1,028.17","1,039.69","1,031.33","1,039.69"
10/27/1995,"1,016.41","1,025.55","1,015.28","1,025.55"
10/26/1995,"1,026.20","1,026.58","1,007.44","1,017.57"
10/25/1995,"1,040.10","1,040.30","1,026.47","1,026.47"
10/24/1995,"1,039.53","1,041.59","1,038.51","1,039.24"
10/23/1995,"1,035.28","1,037.93","1,032.04","1,036.92"
10/20/1995,"1,046.64","1,046.52","1,037.74","1,039.44"
10/19/1995,"1,042.80","1,046.98","1,040.00","1,046.97"
10/18/1995,"1,045.32","1,049.84","1,044.07","1,045.13"
10/17/1995,"1,021.53","1,035.44","1,018.87","1,035.44"
10/16/1995,"1,018.33","1,021.08","1,016.79","1,018.13"
10/13/1995,"1,020.33","1,024.01","1,018.36","1,018.38"
10/12/1995,"1,003.58","1,015.63","1,006.35","1,015.63"
10/11/1995,"992.63","1,001.57","992.11","1,001.57"
10/10/1995,"978.64","983.47","960.54","983.47"
10/09/1995,"1,006.81","1,002.45","983.96","984.74"
10/06/1995,"1,017.94","1,021.89","1,012.03","1,012.04"
10/05/1995,"1,002.07","1,014.20","1,000.42","1,014.20"
10/04/1995,"1,017.04","1,012.21","1,002.27","1,002.27"
10/03/1995,"1,027.99","1,027.94","1,012.94","1,020.45"
10/02/1995,"1,041.39","1,043.04","1,027.56","1,027.57"
09/29/1995,"1,047.79","1,051.33","1,040.61","1,043.54"
09/28/1995,"1,028.49","1,047.05","1,031.23","1,047.05"
09/27/1995,"1,035.00","1,030.75","1,009.25","1,026.54"
09/26/1995,"1,048.04","1,052.72","1,038.04","1,038.05"
