Date,Open,High,Low,Close
12/31/1992,"672.10","676.95","672.66","676.95"
12/30/1992,"669.29","671.86","669.02","671.85"
12/29/1992,"666.91","671.09","667.31","669.01"
12/28/1992,"666.08","666.29","664.06","666.25"
12/24/1992,"663.30","665.88","663.24","665.88"
12/23/1992,"661.48","662.96","660.91","662.96"
12/22/1992,"662.91","663.74","658.91","660.84"
12/21/1992,"661.40","662.46","660.45","662.46"
12/18/1992,"659.49","661.85","659.90","661.29"
12/17/1992,"650.27","658.46","650.81","658.46"
12/16/1992,"651.36","652.69","649.45","649.63"
12/15/1992,"653.70","650.75","650.75","650.75"
12/14/1992,"656.33","656.59","654.73","654.73"
12/11/1992,"657.45","656.43","654.98","655.79"
12/10/1992,"662.93","662.43","656.84","658.93"
12/09/1992,"666.03","663.92","663.92","663.92"
12/08/1992,"666.53","667.85","664.93","667.12"
12/07/1992,"662.16","666.53","662.03","666.53"
12/04/1992,"656.85","661.60","661.60","661.60"
12/03/1992,"653.62","656.76","652.40","656.36"
12/02/1992,"653.88","653.99","651.67","652.91"
12/01/1992,"652.34","653.95","650.77","653.95"
11/30/1992,"650.86","652.77","648.75","652.73"
11/27/1992,"648.83","650.67","648.31","649.49"
11/25/1992,"646.24","648.36","645.86","648.33"
11/24/1992,"640.16","646.69","638.83","645.94"
11/23/1992,"642.16","642.67","636.58","638.84"
11/20/1992,"639.00","643.05","638.57","642.60"
11/19/1992,"635.88","639.86","634.86","638.57"
11/18/1992,"627.28","635.25","626.89","634.86"
11/17/1992,"634.15","634.18","626.38","627.07"
11/16/1992,"637.36","637.66","633.42","634.01"
11/13/1992,"635.45","637.23","633.02","637.16"
11/12/1992,"635.74","637.25","633.23","634.37"
11/11/1992,"628.26","635.27","627.68","634.92"
11/10/1992,"623.09","628.22","622.04","627.76"
11/09/1992,"617.52","622.58","615.95","622.05"
11/06/1992,"613.31","617.09","612.41","616.82"
11/05/1992,"605.39","614.27","605.01","614.08"
11/04/1992,"604.29","606.43","603.23","605.52"
11/03/1992,"608.24","608.47","603.57","604.58"
11/02/1992,"605.48","607.74","603.44","607.57"
10/30/1992,"605.80","606.71","602.26","605.17"
10/29/1992,"602.64","606.43","601.39","605.82"
10/28/1992,"596.62","601.67","596.02","601.39"
10/27/1992,"599.83","600.44","595.10","596.95"
10/26/1992,"596.50","599.11","595.62","598.92"
10/23/1992,"597.95","599.20","596.67","597.30"
10/22/1992,"597.31","597.76","594.80","597.12"
10/21/1992,"593.77","597.41","592.69","597.15"
10/20/1992,"592.20","595.82","590.68","592.70"
10/19/1992,"582.99","590.85","582.29","590.67"
10/16/1992,"579.02","582.69","577.61","582.61"
10/15/1992,"575.36","578.89","573.80","578.64"
10/14/1992,"576.45","578.39","574.74","576.22"
10/13/1992,"575.04","577.85","573.84","576.44"
10/12/1992,"570.87","574.01","570.49","573.84"
10/09/1992,"574.01","574.36","569.45","570.52"
10/08/1992,"570.46","574.60","569.20","573.88"
10/07/1992,"571.14","573.82","568.73","569.20"
10/06/1992,"566.86","571.34","565.21","570.55"
10/05/1992,"569.21","571.64","551.64","565.21"
10/02/1992,"578.04","578.33","571.34","571.63"
10/01/1992,"582.48","583.27","577.77","578.33"
09/30/1992,"577.63","583.32","577.63","583.27"
09/29/1992,"575.68","577.83","574.63","577.63"
09/28/1992,"575.63","577.20","573.01","575.34"
09/25/1992,"586.08","586.63","574.67","577.20"
09/24/1992,"583.81","586.16","582.96","585.93"
09/23/1992,"583.43","583.44","580.23","582.92"
09/22/1992,"588.86","589.04","582.25","583.00"
09/21/1992,"588.66","589.31","586.49","588.58"
09/18/1992,"588.05","589.15","586.47","589.12"
09/17/1992,"587.82","589.34","585.89","587.82"
09/16/1992,"585.04","588.12","582.06","585.89"
09/15/1992,"592.53","594.21","586.37","587.86"
09/14/1992,"586.15","594.27","583.01","594.21"
09/11/1992,"581.36","584.05","581.01","583.01"
09/10/1992,"575.18","581.32","574.86","581.24"
09/09/1992,"571.26","575.18","570.88","574.89"
09/08/1992,"573.44","573.44","569.48","571.17"
09/04/1992,"574.62","574.95","572.64","573.44"
09/03/1992,"572.22","575.85","571.24","574.88"
09/02/1992,"565.74","571.54","565.50","571.25"
09/01/1992,"563.21","565.65","562.19","565.61"
08/31/1992,"563.89","564.28","561.30","563.12"
08/28/1992,"563.51","564.04","562.29","563.56"
08/27/1992,"561.11","564.34","558.80","563.27"
08/26/1992,"555.48","559.05","554.22","558.80"
08/25/1992,"555.03","555.44","550.23","554.22"
08/24/1992,"561.89","563.72","554.92","555.39"
08/21/1992,"569.52","570.74","562.38","563.70"
08/20/1992,"568.56","568.69","565.95","567.86"
08/19/1992,"571.31","571.70","567.61","567.61"
08/18/1992,"572.25","572.74","570.14","570.87"
08/17/1992,"573.06","573.62","571.62","572.47"
08/14/1992,"571.35","573.20","570.92","573.18"
08/13/1992,"571.54","572.60","570.57","570.99"
08/12/1992,"571.90","573.07","570.65","570.85"
08/11/1992,"574.08","574.71","569.98","571.60"
08/10/1992,"573.02","574.32","572.05","573.14"
08/07/1992,"573.24","576.73","572.47","573.75"
08/06/1992,"575.92","576.87","572.93","574.02"
08/05/1992,"580.93","581.32","576.18","576.87"
08/04/1992,"583.19","583.90","580.30","581.32"
08/03/1992,"580.75","582.69","579.45","582.36"
07/31/1992,"579.59","581.11","577.83","580.83"
07/30/1992,"576.56","578.90","575.89","578.80"
07/29/1992,"572.73","577.58","571.63","577.49"
07/28/1992,"565.68","571.67","564.65","571.63"
07/27/1992,"565.48","565.10","564.58","564.73"
07/24/1992,"564.07","566.37","562.60","565.61"
07/23/1992,"564.55","565.82","563.42","565.24"
07/22/1992,"567.31","568.64","563.54","563.88"
07/21/1992,"565.85","569.43","564.28","568.63"
07/20/1992,"570.52","570.52","560.69","564.28"
07/17/1992,"574.56","574.56","567.74","570.52"
07/16/1992,"575.02","576.26","572.34","576.19"
07/15/1992,"575.75","577.26","574.93","575.47"
07/14/1992,"571.76","575.40","570.22","575.21"
07/13/1992,"568.66","571.09","567.63","570.22"
07/10/1992,"565.90","568.64","564.55","567.80"
07/09/1992,"558.64","564.86","557.57","564.75"
07/08/1992,"556.98","557.69","553.74","557.57"
07/07/1992,"564.00","565.10","556.88","557.41"
07/06/1992,"563.33","563.47","560.11","563.17"
07/02/1992,"570.39","571.22","562.82","563.35"
07/01/1992,"563.36","569.13","562.88","568.99"
06/30/1992,"559.67","564.23","558.77","563.60"
06/29/1992,"549.03","558.87","547.84","558.80"
06/26/1992,"547.87","548.33","545.85","547.84"
06/25/1992,"552.29","553.00","546.05","548.20"
06/24/1992,"553.56","553.94","551.12","551.39"
06/23/1992,"551.63","554.96","549.73","553.36"
06/22/1992,"553.21","554.20","545.97","549.73"
06/19/1992,"550.80","554.43","549.15","554.20"
06/18/1992,"552.74","553.69","548.47","549.17"
06/17/1992,"563.91","564.17","552.85","553.24"
06/16/1992,"568.95","569.66","564.01","564.07"
06/15/1992,"569.37","570.78","567.92","569.01"
06/12/1992,"569.21","571.70","567.68","569.52"
06/11/1992,"569.75","569.88","566.72","567.68"
06/10/1992,"574.35","574.91","569.55","569.71"
06/09/1992,"582.74","583.12","572.14","573.80"
06/08/1992,"585.37","585.47","581.46","582.01"
06/05/1992,"588.42","589.61","584.14","585.43"
06/04/1992,"590.16","590.59","588.08","588.26"
06/03/1992,"589.31","591.12","587.93","589.93"
06/02/1992,"588.78","590.37","587.58","589.18"
06/01/1992,"584.43","588.44","582.02","588.37"
05/29/1992,"576.72","586.09","580.28","585.31"
05/28/1992,"577.43","580.79","576.08","580.49"
05/27/1992,"576.30","577.85","575.63","577.35"
05/26/1992,"580.43","580.51","575.26","575.65"
05/22/1992,"579.61","581.27","578.84","580.30"
05/21/1992,"580.55","580.73","577.30","579.10"
05/20/1992,"578.74","580.57","577.92","580.29"
05/19/1992,"577.05","578.40","574.95","578.05"
05/18/1992,"575.80","578.54","574.42","576.53"
05/15/1992,"574.53","576.39","571.00","574.43"
05/14/1992,"582.60","583.08","574.66","576.46"
05/13/1992,"584.38","584.87","582.05","582.38"
05/12/1992,"587.97","588.64","582.42","583.96"
05/11/1992,"585.81","588.19","585.76","587.13"
05/08/1992,"588.35","588.43","584.92","585.76"
05/07/1992,"589.55","590.35","586.28","587.16"
05/06/1992,"589.46","591.27","588.07","589.36"
05/05/1992,"584.13","588.98","583.52","588.07"
