Date,Open,High,Low,Close
12/29/2014,"4,801.26","4,813.72","4,798.90","4,806.91"
12/26/2014,"4,788.06","4,814.95","4,787.85","4,806.86"
12/24/2014,"4,770.12","4,787.57","4,768.66","4,773.47"
12/23/2014,"4,798.03","4,798.06","4,761.39","4,765.42"
12/22/2014,"4,759.04","4,781.93","4,757.81","4,781.42"
12/19/2014,"4,752.60","4,782.13","4,738.29","4,765.38"
12/18/2014,"4,712.39","4,748.40","4,697.09","4,748.40"
12/17/2014,"4,556.90","4,651.90","4,550.70","4,644.31"
12/16/2014,"4,572.79","4,645.19","4,547.31","4,547.83"
12/15/2014,"4,679.67","4,690.59","4,592.43","4,605.16"
12/12/2014,"4,665.35","4,707.91","4,653.60","4,653.60"
12/11/2014,"4,704.65","4,759.88","4,699.43","4,708.16"
12/10/2014,"4,754.42","4,766.64","4,679.25","4,684.03"
12/09/2014,"4,685.20","4,768.41","4,674.38","4,766.47"
12/08/2014,"4,769.76","4,793.24","4,722.91","4,740.69"
12/05/2014,"4,776.58","4,788.98","4,769.64","4,780.76"
12/04/2014,"4,772.00","4,785.41","4,753.71","4,769.44"
12/03/2014,"4,761.31","4,781.38","4,745.14","4,774.47"
12/02/2014,"4,732.97","4,761.63","4,729.76","4,755.81"
12/01/2014,"4,777.73","4,782.07","4,724.62","4,727.35"
11/28/2014,"4,797.10","4,810.86","4,786.72","4,791.63"
11/26/2014,"4,760.23","4,788.00","4,757.48","4,787.32"
11/25/2014,"4,762.39","4,774.52","4,749.92","4,758.25"
11/24/2014,"4,725.17","4,755.02","4,723.62","4,754.89"
11/21/2014,"4,751.01","4,751.60","4,700.73","4,712.97"
11/20/2014,"4,655.20","4,702.97","4,653.32","4,701.87"
11/19/2014,"4,694.78","4,696.20","4,655.72","4,675.71"
11/18/2014,"4,674.84","4,709.83","4,674.30","4,702.44"
11/17/2014,"4,678.44","4,689.53","4,655.20","4,671.00"
11/14/2014,"4,679.86","4,688.74","4,664.31","4,688.54"
11/13/2014,"4,681.56","4,703.11","4,664.27","4,680.14"
11/12/2014,"4,644.63","4,678.58","4,643.78","4,675.13"
11/11/2014,"4,649.19","4,661.22","4,640.24","4,660.56"
11/10/2014,"4,635.10","4,653.38","4,626.49","4,651.62"
11/07/2014,"4,636.89","4,638.80","4,606.81","4,632.53"
11/06/2014,"4,616.78","4,639.17","4,604.76","4,638.47"
11/05/2014,"4,649.47","4,650.39","4,607.73","4,620.72"
11/04/2014,"4,623.77","4,635.95","4,594.91","4,623.64"
11/03/2014,"4,633.71","4,654.18","4,627.43","4,638.91"
10/31/2014,"4,639.45","4,641.51","4,616.58","4,630.74"
10/30/2014,"4,532.10","4,575.50","4,521.79","4,566.14"
10/29/2014,"4,551.37","4,564.44","4,517.02","4,549.23"
10/28/2014,"4,505.73","4,564.29","4,505.11","4,564.29"
10/27/2014,"4,469.02","4,489.60","4,450.29","4,485.93"
10/24/2014,"4,459.46","4,486.26","4,445.85","4,483.72"
10/23/2014,"4,427.44","4,475.55","4,421.56","4,452.79"
10/22/2014,"4,429.16","4,435.86","4,381.28","4,382.85"
10/21/2014,"4,359.17","4,419.48","4,356.10","4,419.48"
10/20/2014,"4,254.16","4,316.87","4,248.22","4,316.07"
10/17/2014,"4,275.09","4,296.11","4,241.67","4,258.44"
10/16/2014,"4,133.25","4,246.02","4,131.65","4,217.39"
10/15/2014,"4,154.10","4,231.54","4,116.60","4,215.32"
10/14/2014,"4,246.23","4,281.34","4,212.82","4,227.17"
10/13/2014,"4,274.91","4,303.82","4,212.86","4,213.66"
10/10/2014,"4,354.63","4,380.51","4,276.24","4,276.24"
10/09/2014,"4,458.29","4,464.13","4,377.28","4,378.34"
10/08/2014,"4,385.70","4,473.73","4,355.34","4,468.59"
10/07/2014,"4,433.91","4,441.76","4,385.15","4,385.20"
10/06/2014,"4,492.40","4,496.26","4,444.10","4,454.80"
10/03/2014,"4,456.81","4,488.07","4,445.72","4,475.62"
10/02/2014,"4,421.25","4,441.95","4,367.74","4,430.19"
10/01/2014,"4,486.65","4,486.79","4,409.30","4,422.09"
09/30/2014,"4,512.64","4,522.06","4,483.91","4,493.39"
09/29/2014,"4,465.84","4,515.24","4,464.44","4,505.85"
09/26/2014,"4,476.48","4,515.75","4,475.48","4,512.19"
09/25/2014,"4,540.82","4,546.93","4,466.64","4,466.75"
09/24/2014,"4,514.92","4,557.27","4,500.13","4,555.22"
09/23/2014,"4,511.32","4,536.03","4,508.42","4,508.69"
09/22/2014,"4,568.45","4,568.87","4,513.12","4,527.69"
09/19/2014,"4,606.13","4,610.57","4,563.44","4,579.79"
09/18/2014,"4,575.74","4,593.98","4,572.62","4,593.43"
09/17/2014,"4,553.96","4,582.40","4,539.36","4,562.19"
09/16/2014,"4,502.11","4,558.23","4,499.87","4,552.76"
09/15/2014,"4,567.45","4,567.47","4,506.73","4,518.90"
09/12/2014,"4,588.77","4,590.08","4,555.68","4,567.60"
09/11/2014,"4,567.64","4,591.81","4,559.75","4,591.81"
09/10/2014,"4,554.15","4,587.11","4,544.84","4,586.52"
09/09/2014,"4,588.83","4,599.03","4,544.44","4,552.29"
09/08/2014,"4,579.06","4,600.40","4,570.23","4,592.29"
09/05/2014,"4,560.63","4,583.00","4,542.74","4,582.90"
09/04/2014,"4,581.52","4,603.15","4,553.31","4,562.29"
09/03/2014,"4,610.14","4,610.14","4,565.38","4,572.57"
09/02/2014,"4,592.42","4,598.64","4,576.81","4,598.19"
08/29/2014,"4,571.76","4,580.27","4,553.78","4,580.27"
08/28/2014,"4,552.55","4,565.96","4,546.62","4,557.69"
08/27/2014,"4,574.35","4,575.82","4,561.84","4,569.62"
08/26/2014,"4,563.81","4,575.59","4,556.78","4,570.64"
08/25/2014,"4,563.72","4,571.14","4,547.79","4,557.35"
08/22/2014,"4,534.87","4,547.24","4,521.77","4,538.55"
08/21/2014,"4,526.72","4,534.00","4,513.81","4,532.10"
08/20/2014,"4,517.75","4,533.01","4,515.73","4,526.48"
08/19/2014,"4,514.26","4,528.91","4,513.92","4,527.51"
08/18/2014,"4,490.53","4,509.16","4,486.43","4,508.31"
08/15/2014,"4,479.64","4,482.47","4,427.13","4,464.93"
