Date,Open,High,Low,Close
12/31/2018,"6,649.52","6,659.96","6,570.06","6,635.28"
12/28/2018,"6,616.79","6,684.18","6,529.22","6,584.52"
12/27/2018,"6,457.19","6,583.01","6,336.97","6,579.49"
12/26/2018,"6,257.86","6,555.53","6,214.34","6,554.36"
12/24/2018,"6,278.49","6,355.18","6,190.16","6,192.92"
12/21/2018,"6,573.49","6,586.68","6,304.63","6,332.99"
12/20/2018,"6,607.76","6,666.20","6,447.91","6,528.41"
12/19/2018,"6,777.59","6,868.86","6,586.50","6,636.83"
12/18/2018,"6,809.82","6,847.27","6,733.72","6,783.91"
12/17/2018,"6,886.46","6,931.81","6,710.00","6,753.73"
12/14/2018,"6,986.37","7,027.17","6,898.99","6,910.66"
12/13/2018,"7,135.28","7,154.64","7,034.82","7,070.33"
12/12/2018,"7,127.00","7,197.29","7,096.56","7,098.31"
12/11/2018,"7,121.66","7,129.83","6,983.01","7,031.83"
12/10/2018,"6,959.63","7,047.63","6,878.98","7,020.52"
12/07/2018,"7,163.49","7,205.37","6,945.27","6,969.25"
12/06/2018,"7,017.06","7,189.52","6,984.34","7,188.26"
12/04/2018,"7,407.95","7,421.11","7,150.11","7,158.43"
12/03/2018,"7,486.13","7,486.51","7,392.22","7,441.51"
11/30/2018,"7,279.30","7,332.79","7,255.68","7,330.54"
11/29/2018,"7,267.37","7,319.96","7,217.69","7,273.08"
11/28/2018,"7,135.08","7,292.71","7,090.98","7,291.59"
11/27/2018,"7,041.23","7,105.14","7,014.36","7,082.70"
11/26/2018,"7,026.50","7,083.93","7,003.12","7,081.85"
11/23/2018,"6,919.52","6,987.89","6,919.16","6,938.98"
11/21/2018,"6,985.51","7,029.93","6,951.62","6,972.25"
11/20/2018,"6,867.43","6,994.75","6,830.76","6,908.82"
11/19/2018,"7,217.24","7,224.12","7,011.40","7,028.48"
11/16/2018,"7,193.60","7,274.86","7,171.70","7,247.87"
11/15/2018,"7,112.83","7,274.26","7,072.36","7,259.03"
11/14/2018,"7,265.39","7,285.57","7,101.17","7,136.39"
11/13/2018,"7,230.69","7,319.12","7,182.86","7,200.87"
11/12/2018,"7,364.05","7,371.09","7,193.77","7,200.87"
11/09/2018,"7,468.51","7,474.34","7,349.48","7,406.90"
11/08/2018,"7,544.17","7,566.93","7,499.71","7,530.88"
11/07/2018,"7,446.09","7,572.93","7,435.87","7,570.75"
11/06/2018,"7,326.07","7,400.64","7,320.89","7,375.96"
11/05/2018,"7,344.08","7,349.23","7,255.88","7,328.85"
11/02/2018,"7,424.02","7,466.53","7,298.68","7,356.99"
11/01/2018,"7,327.82","7,435.88","7,286.50","7,434.06"
10/31/2018,"7,276.62","7,368.50","7,270.63","7,305.90"
10/30/2018,"7,017.87","7,166.84","7,001.48","7,161.65"
10/29/2018,"7,272.42","7,295.61","6,922.83","7,050.29"
10/26/2018,"7,125.18","7,283.32","7,057.00","7,167.21"
10/25/2018,"7,197.49","7,364.82","7,178.54","7,318.34"
10/24/2018,"7,423.21","7,435.69","7,099.00","7,108.40"
10/23/2018,"7,328.55","7,472.57","7,260.13","7,437.54"
