Date,Open,High,Low,Close
03/14/2025,"17,523.30","17,773.48","17,491.08","17,754.09"
03/13/2025,"17,598.56","17,621.91","17,239.44","17,303.01"
03/12/2025,"17,711.41","17,800.10","17,436.27","17,648.45"
03/11/2025,"17,443.09","17,687.40","17,238.24","17,436.10"
03/10/2025,"17,840.32","17,868.07","17,291.82","17,468.32"
03/07/2025,"18,029.85","18,243.58","17,768.59","18,196.22"
03/06/2025,"18,204.53","18,439.24","17,980.39","18,069.26"
03/05/2025,"18,312.97","18,604.47","18,144.73","18,552.73"
03/04/2025,"18,176.43","18,589.49","17,956.60","18,285.16"
03/03/2025,"18,923.36","18,992.30","18,216.63","18,350.19"
02/28/2025,"18,477.17","18,861.33","18,372.99","18,847.28"
02/27/2025,"19,212.36","19,242.69","18,535.23","18,544.42"
02/26/2025,"19,109.32","19,286.02","18,966.46","19,075.26"
02/25/2025,"19,242.61","19,256.35","18,871.52","19,026.39"
02/24/2025,"19,590.85","19,644.23","19,275.46","19,286.92"
02/21/2025,"20,006.69","20,016.66","19,510.91","19,524.01"
02/20/2025,"20,029.19","20,041.15","19,795.02","19,962.36"
02/19/2025,"19,994.50","20,099.39","19,928.90","20,056.25"
02/18/2025,"20,090.56","20,110.12","19,909.74","20,041.26"
02/14/2025,"19,956.82","20,045.76","19,932.15","20,026.77"
02/13/2025,"19,696.92","19,952.17","19,675.87","19,945.64"
02/12/2025,"19,436.51","19,682.51","19,415.48","19,649.95"
02/11/2025,"19,602.11","19,731.93","19,579.77","19,643.86"
02/10/2025,"19,668.18","19,772.04","19,650.79","19,714.27"
02/07/2025,"19,774.87","19,862.55","19,489.36","19,523.40"
02/06/2025,"19,725.83","19,793.36","19,654.11","19,791.99"
02/05/2025,"19,533.05","19,696.94","19,498.90","19,692.33"
02/04/2025,"19,422.17","19,666.44","19,408.18","19,654.02"
02/03/2025,"19,215.38","19,502.13","19,141.15","19,391.96"
01/31/2025,"19,832.33","19,969.17","19,575.21","19,627.44"
01/30/2025,"19,697.53","19,785.79","19,483.83","19,681.75"
01/29/2025,"19,695.68","19,699.82","19,479.51","19,632.32"
01/28/2025,"19,418.22","19,759.43","19,294.62","19,733.59"
01/27/2025,"19,234.04","19,514.35","19,204.95","19,341.83"
01/24/2025,"20,087.11","20,118.61","19,897.14","19,954.30"
01/23/2025,"19,906.99","20,053.68","19,892.55","20,053.68"
01/22/2025,"19,903.05","20,068.52","19,903.05","20,009.34"
01/21/2025,"19,734.39","19,789.63","19,551.17","19,756.78"
01/17/2025,"19,655.55","19,709.64","19,543.32","19,630.20"
01/16/2025,"19,573.87","19,579.85","19,335.68","19,338.29"
01/15/2025,"19,350.31","19,548.90","19,299.32","19,511.23"
01/14/2025,"19,207.75","19,273.14","18,926.60","19,044.39"
01/13/2025,"18,903.66","19,099.97","18,831.91","19,088.10"
01/10/2025,"19,312.26","19,315.11","19,018.75","19,161.63"
01/08/2025,"19,469.36","19,544.50","19,308.54","19,478.88"
01/07/2025,"19,938.08","19,940.21","19,421.02","19,489.68"
01/06/2025,"19,851.99","20,007.95","19,784.99","19,864.98"
01/03/2025,"19,395.51","19,638.66","19,379.57","19,621.68"
01/02/2025,"19,403.90","19,517.87","19,117.59","19,280.79"
