Date,Open,High,Low,Close
12/31/1998,"2,169.38","2,200.63","2,165.74","2,192.69"
12/30/1998,"2,181.34","2,196.64","2,160.93","2,166.95"
12/29/1998,"2,184.43","2,186.15","2,161.83","2,181.77"
12/28/1998,"2,178.24","2,190.11","2,164.67","2,180.30"
12/24/1998,"2,171.30","2,171.30","2,162.67","2,163.03"
12/23/1998,"2,149.28","2,172.57","2,134.26","2,172.54"
12/22/1998,"2,144.22","2,144.61","2,105.54","2,120.98"
12/21/1998,"2,107.24","2,143.81","2,104.19","2,138.03"
12/18/1998,"2,057.77","2,086.14","2,055.83","2,086.14"
12/17/1998,"2,014.78","2,043.89","2,014.78","2,043.88"
12/16/1998,"2,023.32","2,027.19","1,996.84","2,009.36"
12/15/1998,"1,984.91","2,012.65","1,981.26","2,012.60"
12/14/1998,"2,013.43","2,013.43","1,962.06","1,966.92"
12/11/1998,"2,012.87","2,035.03","2,004.99","2,029.31"
12/10/1998,"2,051.59","2,058.37","2,015.72","2,015.96"
12/09/1998,"2,045.16","2,052.71","2,031.88","2,050.42"
12/08/1998,"2,042.60","2,060.98","2,018.15","2,034.75"
12/07/1998,"2,009.98","2,040.88","2,007.35","2,040.64"
12/04/1998,"1,984.39","2,003.16","1,975.06","2,003.16"
12/03/1998,"1,995.29","2,012.79","1,954.31","1,954.33"
12/02/1998,"1,995.96","2,005.79","1,973.20","1,995.21"
12/01/1998,"1,928.51","2,003.88","1,924.15","2,003.75"
11/30/1998,"2,023.66","2,025.04","1,949.54","1,949.54"
11/27/1998,"1,994.91","2,016.52","1,994.66","2,016.44"
11/25/1998,"1,973.64","1,985.21","1,957.98","1,985.21"
11/24/1998,"1,972.91","1,988.45","1,965.38","1,965.88"
11/23/1998,"1,937.82","1,977.81","1,937.23","1,977.42"
11/20/1998,"1,935.65","1,935.65","1,916.16","1,928.21"
11/19/1998,"1,904.00","1,930.03","1,904.00","1,919.68"
11/18/1998,"1,878.26","1,897.44","1,766.27","1,897.44"
11/17/1998,"1,857.60","1,887.31","1,845.84","1,878.52"
11/16/1998,"1,868.44","1,873.77","1,844.27","1,861.68"
11/13/1998,"1,843.67","1,859.88","1,843.37","1,847.99"
11/12/1998,"1,853.24","1,861.29","1,844.53","1,851.06"
11/11/1998,"1,888.22","1,891.02","1,859.81","1,862.11"
11/10/1998,"1,859.23","1,875.25","1,849.52","1,865.62"
11/09/1998,"1,857.65","1,866.24","1,844.24","1,861.05"
11/06/1998,"1,834.80","1,857.51","1,834.52","1,856.56"
11/05/1998,"1,812.69","1,838.16","1,809.13","1,837.10"
11/04/1998,"1,807.88","1,828.36","1,807.67","1,823.57"
11/03/1998,"1,798.28","1,799.37","1,779.76","1,788.43"
11/02/1998,"1,783.71","1,801.05","1,780.86","1,800.91"
10/30/1998,"1,768.70","1,781.39","1,766.05","1,771.39"
10/29/1998,"1,734.96","1,757.73","1,729.39","1,757.19"
10/28/1998,"1,710.28","1,738.24","1,708.40","1,737.35"
10/27/1998,"1,740.84","1,753.61","1,717.63","1,717.63"
10/26/1998,"1,706.18","1,724.99","1,695.80","1,724.98"
10/23/1998,"1,699.19","1,710.56","1,693.03","1,693.86"
10/22/1998,"1,672.03","1,702.64","1,663.22","1,702.64"
10/21/1998,"1,657.75","1,674.75","1,635.85","1,674.75"
10/20/1998,"1,661.83","1,687.87","1,639.18","1,639.19"
10/19/1998,"1,618.14","1,648.93","1,614.29","1,648.73"
10/16/1998,"1,625.24","1,634.35","1,611.87","1,620.95"
10/15/1998,"1,541.80","1,611.35","1,539.45","1,611.01"
10/14/1998,"1,502.18","1,552.70","1,500.67","1,540.97"
10/13/1998,"1,541.13","1,541.13","1,505.20","1,509.45"
10/12/1998,"1,528.49","1,559.57","1,528.49","1,546.08"
10/09/1998,"1,447.34","1,493.40","1,430.63","1,492.49"
10/08/1998,"1,420.94","1,420.94","1,357.09","1,419.12"
10/07/1998,"1,504.58","1,522.08","1,449.40","1,462.61"
10/06/1998,"1,570.50","1,577.06","1,501.71","1,510.89"
10/05/1998,"1,591.17","1,591.25","1,511.64","1,536.69"
10/02/1998,"1,609.45","1,622.91","1,569.24","1,614.98"
10/01/1998,"1,663.30","1,667.37","1,607.26","1,612.33"
09/30/1998,"1,716.71","1,721.16","1,686.59","1,693.84"
09/29/1998,"1,745.40","1,749.75","1,720.48","1,734.05"
09/28/1998,"1,757.90","1,769.57","1,726.67","1,739.22"
09/25/1998,"1,705.49","1,743.87","1,697.87","1,743.59"
09/24/1998,"1,753.19","1,768.04","1,713.78","1,720.34"
09/23/1998,"1,711.67","1,760.28","1,709.04","1,760.27"
09/22/1998,"1,693.53","1,702.59","1,684.42","1,697.80"
09/21/1998,"1,630.11","1,680.43","1,615.88","1,680.43"
09/18/1998,"1,658.08","1,664.20","1,644.60","1,663.77"
09/17/1998,"1,646.19","1,658.18","1,637.59","1,646.25"
09/16/1998,"1,684.03","1,693.64","1,672.66","1,689.91"
09/15/1998,"1,658.65","1,678.24","1,652.66","1,678.11"
09/14/1998,"1,660.31","1,677.76","1,660.31","1,665.69"
09/11/1998,"1,599.80","1,641.67","1,587.81","1,641.64"
09/10/1998,"1,592.96","1,592.96","1,568.66","1,585.33"
09/09/1998,"1,658.50","1,680.71","1,624.55","1,624.55"
09/08/1998,"1,623.95","1,660.92","1,621.03","1,660.86"
09/04/1998,"1,586.33","1,593.17","1,543.86","1,566.52"
09/03/1998,"1,572.44","1,589.24","1,552.67","1,571.86"
09/02/1998,"1,590.02","1,626.86","1,587.13","1,592.85"
09/01/1998,"1,509.01","1,576.84","1,477.06","1,575.09"
08/31/1998,"1,646.75","1,654.49","1,498.73","1,499.25"
08/28/1998,"1,690.07","1,699.21","1,624.13","1,639.68"
08/27/1998,"1,742.13","1,742.13","1,674.02","1,686.41"
08/26/1998,"1,776.91","1,783.49","1,762.80","1,768.13"
08/25/1998,"1,807.12","1,817.93","1,787.02","1,798.17"
08/24/1998,"1,803.77","1,814.89","1,787.95","1,790.82"
08/21/1998,"1,816.48","1,816.48","1,767.11","1,797.61"
08/20/1998,"1,835.12","1,842.88","1,829.18","1,832.45"
08/19/1998,"1,872.38","1,873.65","1,840.77","1,842.69"
08/18/1998,"1,826.88","1,857.92","1,826.88","1,855.12"
08/17/1998,"1,784.91","1,818.12","1,778.55","1,818.04"
08/14/1998,"1,815.74","1,817.58","1,783.01","1,790.19"
08/13/1998,"1,820.53","1,830.88","1,802.44","1,802.54"
08/12/1998,"1,809.67","1,826.49","1,809.67","1,825.53"
08/11/1998,"1,801.67","1,801.67","1,775.56","1,792.70"
08/10/1998,"1,847.21","1,850.01","1,835.07","1,839.21"
08/07/1998,"1,842.48","1,864.76","1,838.06","1,846.77"
08/06/1998,"1,777.88","1,829.51","1,777.88","1,829.51"
08/05/1998,"1,790.15","1,804.26","1,751.42","1,788.20"
08/04/1998,"1,863.77","1,869.23","1,784.85","1,785.64"
08/03/1998,"1,869.72","1,870.65","1,850.36","1,851.10"
07/31/1998,"1,920.09","1,920.09","1,872.22","1,872.39"
07/30/1998,"1,897.03","1,919.64","1,890.14","1,919.58"
07/29/1998,"1,908.27","1,915.04","1,878.40","1,881.49"
07/28/1998,"1,931.83","1,937.93","1,893.74","1,896.53"
07/27/1998,"1,916.31","1,933.27","1,887.48","1,933.26"
07/24/1998,"1,947.86","1,954.69","1,909.75","1,930.99"
07/23/1998,"1,970.83","1,980.05","1,935.22","1,935.22"
07/22/1998,"1,969.10","1,980.24","1,950.77","1,969.75"
07/21/1998,"2,018.46","2,028.06","1,978.12","1,979.14"
07/20/1998,"2,013.48","2,022.40","2,006.84","2,014.25"
07/17/1998,"2,005.58","2,009.64","1,994.79","2,008.76"
07/16/1998,"2,000.90","2,002.71","1,982.86","2,000.56"
07/15/1998,"1,974.56","1,994.71","1,974.56","1,994.54"
07/14/1998,"1,972.69","1,978.17","1,964.02","1,968.41"
07/13/1998,"1,948.32","1,965.53","1,946.63","1,965.53"
07/10/1998,"1,938.96","1,943.89","1,925.29","1,943.04"
07/09/1998,"1,935.55","1,947.41","1,932.33","1,939.82"
07/08/1998,"1,909.41","1,935.90","1,906.61","1,935.39"
07/07/1998,"1,912.26","1,912.26","1,897.34","1,908.11"
07/06/1998,"1,898.63","1,909.87","1,893.31","1,909.47"
07/02/1998,"1,908.75","1,908.96","1,891.10","1,894.00"
07/01/1998,"1,904.24","1,914.46","1,893.06","1,914.46"
06/30/1998,"1,882.73","1,898.62","1,878.87","1,894.74"
06/29/1998,"1,880.59","1,891.67","1,880.59","1,891.08"
06/26/1998,"1,865.35","1,872.23","1,862.75","1,869.53"
06/25/1998,"1,886.33","1,894.71","1,860.40","1,863.25"
06/24/1998,"1,858.36","1,878.37","1,844.26","1,877.76"
06/23/1998,"1,813.24","1,844.58","1,813.24","1,805.82"
06/22/1998,"1,782.56","1,807.46","1,777.49","1,805.82"
06/19/1998,"1,783.63","1,783.92","1,773.90","1,781.29"
06/18/1998,"1,776.35","1,778.10","1,768.24","1,772.70"
06/17/1998,"1,762.19","1,786.89","1,762.19","1,776.40"
06/16/1998,"1,728.74","1,753.12","1,722.28","1,753.12"
06/15/1998,"1,726.57","1,740.55","1,715.19","1,715.75"
06/12/1998,"1,748.46","1,748.46","1,715.87","1,745.05"
06/11/1998,"1,776.61","1,779.44","1,748.00","1,749.75"
06/10/1998,"1,791.25","1,797.20","1,773.25","1,773.25"
06/09/1998,"1,787.66","1,801.04","1,786.91","1,800.76"
06/08/1998,"1,783.47","1,791.40","1,778.54","1,787.77"
06/05/1998,"1,772.90","1,782.92","1,766.31","1,782.92"
06/04/1998,"1,753.33","1,769.96","1,746.28","1,769.95"
06/03/1998,"1,771.19","1,774.58","1,742.01","1,742.31"
06/02/1998,"1,757.92","1,764.75","1,748.39","1,761.79"
06/01/1998,"1,770.37","1,775.98","1,741.69","1,746.82"
05/29/1998,"1,800.33","1,803.14","1,778.64","1,778.87"
05/28/1998,"1,782.75","1,796.57","1,775.76","1,794.62"
05/27/1998,"1,759.63","1,781.30","1,742.05","1,781.10"
05/26/1998,"1,813.53","1,817.92","1,777.81","1,778.09"
05/22/1998,"1,810.82","1,810.86","1,797.16","1,805.00"
05/21/1998,"1,834.49","1,836.55","1,817.89","1,820.99"
05/20/1998,"1,850.16","1,851.99","1,827.93","1,831.75"
05/19/1998,"1,840.62","1,849.36","1,838.36","1,845.87"
05/18/1998,"1,838.53","1,850.09","1,822.60","1,831.62"
05/15/1998,"1,869.36","1,870.75","1,845.06","1,846.77"
05/14/1998,"1,857.77","1,878.35","1,854.63","1,865.36"
05/13/1998,"1,869.85","1,871.60","1,861.73","1,866.18"
05/12/1998,"1,847.44","1,860.16","1,839.21","1,860.16"
05/11/1998,"1,870.01","1,875.50","1,847.97","1,848.07"
05/08/1998,"1,832.17","1,864.71","1,832.17","1,864.37"
05/07/1998,"1,858.41","1,859.05","1,835.09","1,835.14"
05/06/1998,"1,872.59","1,873.92","1,855.93","1,856.68"
05/05/1998,"1,876.26","1,876.90","1,863.47","1,864.91"
05/04/1998,"1,880.12","1,890.44","1,877.08","1,878.86"
05/01/1998,"1,871.81","1,874.83","1,864.44","1,873.44"
04/30/1998,"1,868.12","1,874.39","1,861.91","1,868.41"
04/29/1998,"1,837.17","1,854.11","1,835.53","1,851.64"
04/28/1998,"1,842.49","1,848.28","1,820.72","1,831.77"
04/27/1998,"1,842.57","1,842.57","1,804.48","1,820.31"
04/24/1998,"1,878.57","1,891.57","1,860.83","1,868.96"
04/23/1998,"1,913.14","1,913.14","1,881.08","1,881.39"
04/22/1998,"1,907.46","1,921.10","1,906.60","1,917.61"
04/21/1998,"1,894.99","1,904.19","1,890.92","1,903.87"
04/20/1998,"1,869.01","1,887.75","1,868.74","1,887.14"
04/17/1998,"1,854.50","1,866.73","1,849.58","1,866.60"
04/16/1998,"1,857.27","1,861.08","1,849.40","1,858.24"
04/15/1998,"1,852.89","1,866.52","1,851.96","1,863.26"
04/14/1998,"1,825.40","1,844.47","1,824.48","1,843.03"
04/13/1998,"1,824.07","1,826.98","1,810.26","1,824.95"
04/09/1998,"1,814.51","1,821.75","1,814.44","1,820.24"
04/08/1998,"1,801.11","1,814.40","1,798.67","1,807.01"
04/07/1998,"1,823.54","1,824.46","1,788.89","1,798.71"
04/06/1998,"1,859.24","1,860.34","1,829.13","1,829.14"
04/03/1998,"1,857.35","1,861.09","1,851.02","1,855.40"
04/02/1998,"1,847.96","1,857.92","1,845.96","1,852.96"
04/01/1998,"1,838.15","1,849.16","1,826.96","1,847.66"
03/31/1998,"1,823.48","1,839.77","1,823.48","1,835.68"
03/30/1998,"1,823.79","1,826.13","1,814.65","1,818.70"
03/27/1998,"1,837.11","1,839.18","1,819.34","1,823.62"
03/26/1998,"1,822.24","1,831.92","1,816.39","1,828.54"
03/25/1998,"1,837.62","1,840.83","1,815.20","1,824.51"
03/24/1998,"1,796.84","1,813.27","1,796.84","1,812.44"
03/23/1998,"1,784.95","1,798.14","1,784.21","1,792.51"
03/20/1998,"1,803.28","1,806.05","1,789.14","1,789.16"
03/19/1998,"1,789.55","1,799.98","1,789.24","1,799.98"
03/18/1998,"1,772.74","1,788.54","1,769.96","1,788.28"
03/17/1998,"1,787.94","1,788.55","1,770.13","1,779.30"
03/16/1998,"1,779.41","1,788.22","1,778.59","1,788.18"
03/13/1998,"1,775.01","1,780.73","1,768.62","1,771.66"
03/12/1998,"1,763.71","1,765.99","1,750.22","1,764.06"
03/11/1998,"1,756.03","1,763.10","1,751.15","1,756.85"
03/10/1998,"1,741.58","1,748.66","1,732.87","1,748.51"
03/09/1998,"1,747.94","1,749.18","1,725.16","1,725.16"
03/06/1998,"1,722.59","1,753.49","1,722.59","1,753.49"
03/05/1998,"1,714.59","1,728.66","1,708.48","1,711.92"
03/04/1998,"1,750.48","1,760.35","1,748.81","1,759.70"
03/03/1998,"1,748.96","1,757.18","1,742.71","1,757.14"
03/02/1998,"1,778.72","1,781.07","1,757.58","1,758.54"
02/27/1998,"1,778.02","1,783.53","1,770.50","1,770.51"
02/26/1998,"1,766.71","1,777.15","1,744.69","1,777.11"
02/25/1998,"1,746.84","1,766.66","1,746.73","1,738.71"
02/24/1998,"1,755.75","1,757.41","1,738.71","1,738.71"
02/23/1998,"1,744.21","1,751.76","1,735.57","1,751.76"
02/20/1998,"1,731.84","1,731.84","1,713.90","1,728.13"
02/19/1998,"1,723.90","1,730.73","1,717.47","1,727.01"
02/18/1998,"1,702.79","1,715.74","1,701.80","1,715.73"
02/17/1998,"1,721.02","1,722.62","1,701.66","1,703.43"
02/13/1998,"1,709.40","1,714.63","1,707.99","1,710.42"
02/12/1998,"1,702.89","1,714.62","1,692.37","1,714.34"
02/11/1998,"1,708.99","1,713.84","1,703.78","1,708.55"
02/10/1998,"1,692.29","1,713.32","1,692.11","1,709.04"
02/09/1998,"1,699.92","1,700.94","1,686.33","1,690.43"
02/06/1998,"1,675.51","1,694.56","1,675.40","1,694.35"
02/05/1998,"1,692.22","1,700.99","1,675.27","1,676.90"
02/04/1998,"1,663.46","1,681.17","1,661.33","1,680.44"
02/03/1998,"1,654.23","1,666.54","1,649.81","1,652.89"
02/02/1998,"1,640.06","1,653.66","1,640.06","1,652.89"
01/30/1998,"1,624.53","1,627.69","1,615.42","1,619.36"
01/29/1998,"1,609.08","1,629.28","1,608.75","1,619.49"
01/28/1998,"1,586.49","1,611.44","1,586.49","1,610.82"
01/27/1998,"1,562.23","1,579.88","1,559.26","1,578.90"
01/26/1998,"1,578.33","1,578.65","1,556.91","1,561.46"
01/23/1998,"1,582.52","1,584.87","1,568.18","1,575.93"
01/22/1998,"1,577.88","1,585.05","1,573.28","1,576.51"
01/21/1998,"1,583.40","1,590.48","1,578.64","1,587.92"
01/20/1998,"1,567.80","1,590.14","1,567.80","1,590.14"
01/16/1998,"1,557.69","1,564.84","1,554.74","1,562.88"
01/15/1998,"1,545.82","1,554.59","1,541.61","1,547.06"
01/14/1998,"1,549.80","1,550.71","1,536.23","1,548.76"
01/13/1998,"1,519.62","1,541.64","1,519.62","1,541.63"
01/12/1998,"1,482.01","1,507.72","1,466.43","1,507.58"
01/09/1998,"1,552.82","1,554.99","1,497.95","1,503.22"
01/08/1998,"1,555.91","1,566.21","1,550.70","1,555.54"
01/07/1998,"1,574.01","1,574.01","1,547.56","1,561.70"
01/06/1998,"1,588.07","1,590.01","1,576.26","1,580.14"
01/05/1998,"1,585.77","1,602.51","1,582.99","1,594.12"
01/02/1998,"1,574.10","1,581.53","1,563.77","1,581.53"
