Date,Open,High,Low,Close
12/31/2004,"2,178.98","2,185.56","2,174.63","2,175.44"
12/30/2004,"2,177.47","2,182.37","2,176.40","2,178.34"
12/29/2004,"2,170.99","2,182.33","2,170.99","2,177.00"
12/28/2004,"2,156.75","2,177.19","2,156.53","2,177.19"
12/27/2004,"2,168.82","2,171.94","2,147.59","2,154.22"
12/23/2004,"2,153.31","2,168.78","2,153.31","2,160.62"
12/22/2004,"2,145.99","2,163.48","2,145.18","2,157.03"
12/21/2004,"2,134.75","2,151.71","2,133.34","2,150.91"
12/20/2004,"2,142.21","2,154.48","2,124.22","2,127.85"
12/17/2004,"2,142.71","2,150.85","2,135.05","2,135.20"
12/16/2004,"2,159.96","2,164.80","2,138.81","2,146.15"
12/15/2004,"2,159.68","2,171.27","2,151.31","2,162.55"
12/14/2004,"2,145.05","2,163.50","2,145.05","2,159.84"
12/13/2004,"2,141.20","2,148.50","2,132.19","2,148.50"
12/10/2004,"2,121.15","2,134.60","2,120.33","2,128.07"
12/09/2004,"2,109.55","2,134.23","2,097.86","2,129.01"
12/08/2004,"2,118.14","2,130.76","2,110.57","2,126.11"
12/07/2004,"2,154.13","2,161.30","2,114.65","2,114.66"
12/06/2004,"2,145.43","2,157.43","2,138.21","2,151.25"
12/03/2004,"2,153.29","2,164.63","2,145.72","2,147.96"
12/02/2004,"2,133.95","2,156.14","2,131.65","2,143.57"
12/01/2004,"2,104.58","2,138.32","2,104.58","2,138.23"
11/30/2004,"2,104.67","2,107.45","2,096.81","2,096.81"
11/29/2004,"2,110.91","2,117.89","2,090.35","2,106.87"
11/26/2004,"2,101.81","2,110.38","2,101.81","2,101.97"
11/24/2004,"2,091.79","2,103.80","2,090.20","2,102.54"
11/23/2004,"2,082.47","2,092.02","2,068.98","2,084.28"
11/22/2004,"2,066.34","2,085.19","2,052.80","2,085.19"
11/19/2004,"2,100.45","2,102.60","2,070.63","2,070.63"
11/18/2004,"2,096.19","2,105.39","2,089.48","2,104.28"
