Date,Open,High,Low,Close,GDP,Unemployment Rate,Interest Rate,M2 Money Supply,Inflation
1992-06-17,563.91,564.17,552.85,553.24,6470.763,7.8,4.0,3393.4,3.860188559
1992-06-18,552.74,553.69,548.47,549.17,6470.763,7.8,4.0,3393.4,3.860188559
1992-06-19,550.8,554.43,549.15,554.2,6470.763,7.8,4.0,3393.4,3.860188559
1992-06-22,553.21,554.2,545.97,549.73,6470.763,7.8,4.0,3393.4,3.860188559
1992-06-23,551.63,554.96,549.73,553.36,6470.763,7.8,4.0,3393.4,3.860188559
1992-06-24,553.56,553.94,551.12,551.39,6470.763,7.8,4.0,3393.4,3.860188559
1992-06-25,552.29,553.0,546.05,548.2,6470.763,7.8,4.0,3393.4,3.860188559
1992-06-26,547.87,548.33,545.85,547.84,6470.763,7.8,4.0,3393.4,3.860188559
1992-06-29,549.03,558.87,547.84,558.8,6470.763,7.8,4.0,3393.4,3.860188559
1992-06-30,559.67,564.23,558.77,563.6,6470.763,7.8,4.0,3393.4,3.860188559
1992-07-01,563.36,569.13,562.88,568.99,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-02,570.39,571.22,562.82,563.35,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-06,563.33,563.47,560.11,563.17,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-07,564.0,565.1,556.88,557.41,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-08,556.98,557.69,553.74,557.57,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-09,558.64,564.86,557.57,564.75,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-10,565.9,568.64,564.55,567.8,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-13,568.66,571.09,567.63,570.22,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-14,571.76,575.4,570.22,575.21,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-15,575.75,577.26,574.93,575.47,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-16,575.02,576.26,572.34,576.19,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-17,574.56,574.56,567.74,570.52,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-20,570.52,570.52,560.69,564.28,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-21,565.85,569.43,564.28,568.63,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-22,567.31,568.64,563.54,563.88,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-23,564.55,565.82,563.42,565.24,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-24,564.07,566.37,562.6,565.61,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-27,565.48,565.1,564.58,564.73,6566.641,7.7,4.0,3393.9,3.769367667
1992-07-28,565.68,571.67,564.65,571.63,6566.641,7.7,3.5,3393.9,3.769367667
1992-07-29,572.73,577.58,571.63,577.49,6566.641,7.7,3.5,3393.9,3.769367667
1992-07-30,576.56,578.9,575.89,578.8,6566.641,7.7,3.5,3393.9,3.769367667
1992-07-31,579.59,581.11,577.83,580.83,6566.641,7.7,3.5,3393.9,3.769367667
1992-08-03,580.75,582.69,579.45,582.36,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-04,583.19,583.9,580.3,581.32,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-05,580.93,581.32,576.18,576.87,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-06,575.92,576.87,572.93,574.02,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-07,573.24,576.73,572.47,573.75,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-10,573.02,574.32,572.05,573.14,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-11,574.08,574.71,569.98,571.6,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-12,571.9,573.07,570.65,570.85,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-13,571.54,572.6,570.57,570.99,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-14,571.35,573.2,570.92,573.18,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-17,573.06,573.62,571.62,572.47,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-18,572.25,572.74,570.14,570.87,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-19,571.31,571.7,567.61,567.61,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-20,568.56,568.69,565.95,567.86,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-21,569.52,570.74,562.38,563.7,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-24,561.89,563.72,554.92,555.39,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-25,555.03,555.44,550.23,554.22,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-26,555.48,559.05,554.22,558.8,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-27,561.11,564.34,558.8,563.27,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-28,563.51,564.04,562.29,563.56,6566.641,7.6,3.5,3398.8,3.628120085
1992-08-31,563.89,564.28,561.3,563.12,6566.641,7.6,3.5,3398.8,3.628120085
1992-09-01,563.21,565.65,562.19,565.61,6566.641,7.6,3.5,3410.3,3.349237754
1992-09-02,565.74,571.54,565.5,571.25,6566.641,7.6,3.5,3410.3,3.349237754
1992-09-03,572.22,575.85,571.24,574.88,6566.641,7.6,3.5,3410.3,3.349237754
